change_id,week,change_type,component_area,synthetic_component_id,branch_type,validation_level,environment_profile,files_changed,lines_added,lines_deleted,modules_touched,author_experience_months,prior_failures_90d,historical_failure_rate,pipeline_duration_min,coverage_delta_pct,tests_impacted_count,critical_files_touched,documentation_refs_count,open_defects_linked,release_pressure_score,reviewer_count,validation_gap_count,readiness_score,recommended_validation_scope,failure_category,high_risk_change
CHG-00471,15,bugfix,functional_area_c,CMP-057,development,integrated_checks,profile_standard,16,259,173,4,35.8,3,0.364,34.7,,120,0,1.0,1,56.0,2,1,55.8,broad_validation,insufficient_evidence,1
CHG-00472,17,configuration,functional_area_e,CMP-077,development,broad_regression_checks,profile_standard,12,226,84,2,31.7,0,0.171,42.9,0.05,72,0,1.0,0,59.2,3,0,99.0,focused_validation,none,0
CHG-00473,9,refactor,functional_area_c,CMP-002,hotfix,basic_checks,profile_dependency,11,256,81,2,49.5,0,0.085,143.8,3.16,819,0,,1,81.2,4,4,42.4,readiness_review,insufficient_evidence,1
CHG-00474,10,feature,functional_area_a,CMP-001,development,broad_regression_checks,profile_standard,6,64,50,1,14.4,1,0.15,13.5,1.0,44,0,2.0,0,54.2,1,0,81.5,focused_validation,none,0
CHG-00475,13,test,functional_area_a,CMP-009,development,basic_checks,profile_standard,7,130,82,2,11.5,1,0.24,53.8,3.55,50,0,1.0,0,73.9,1,2,65.5,expanded_validation,none,0
CHG-00476,16,dependency,functional_area_c,CMP-117,development,component_checks,profile_standard,10,125,81,2,42.6,0,0.211,38.6,-1.73,40,0,3.0,0,75.7,2,3,51.6,broad_validation,none,0
CHG-00477,17,refactor,functional_area_e,CMP-007,release_candidate,broad_regression_checks,profile_standard,9,216,55,2,44.0,2,0.361,25.6,-0.85,48,0,2.0,0,94.6,3,1,56.6,broad_validation,validation_issue,1
CHG-00478,1,bugfix,functional_area_d,CMP-003,development,integrated_checks,profile_standard,8,170,78,2,49.4,0,0.068,335.5,-2.08,63,0,1.0,0,85.0,2,1,57.4,broad_validation,none,0
CHG-00479,14,test,functional_area_a,CMP-008,development,basic_checks,profile_standard,9,218,86,2,47.8,1,0.222,27.1,1.08,42,1,3.0,0,40.6,2,1,70.9,expanded_validation,none,0
CHG-00480,3,configuration,functional_area_c,CMP-001,development,integrated_checks,profile_standard,75,397,147,18,11.7,1,0.243,80.6,-3.42,434,0,2.0,0,69.1,3,0,24.6,readiness_review,validation_issue,1
CHG-00481,6,refactor,functional_area_c,CMP-001,release_candidate,broad_regression_checks,profile_standard,7,164,188,1,47.4,0,0.113,27.0,3.84,25,0,4.0,0,67.0,1,1,78.9,focused_validation,none,0
CHG-00482,17,test,functional_area_b,CMP-001,development,readiness_review,profile_extended,12,137,87,2,46.2,1,0.061,67.3,-4.39,60,1,1.0,0,21.4,1,2,50.6,broad_validation,none,0
CHG-00483,6,refactor,functional_area_f,CMP-001,release_candidate,integrated_checks,profile_standard,8,135,58,2,13.1,2,0.169,60.6,-0.23,32,0,2.0,0,72.3,1,1,51.8,broad_validation,quality_regression,1
CHG-00484,16,bugfix,functional_area_b,CMP-023,release_candidate,basic_checks,profile_standard,5,76,73,1,60.2,1,0.068,33.9,-1.56,24,0,2.0,1,52.6,6,1,72.3,expanded_validation,none,0
CHG-00485,10,feature,functional_area_d,CMP-003,hotfix,integrated_checks,profile_dependency,11,135,277,2,19.2,0,0.448,48.1,0.17,78,1,,2,70.0,6,2,42.7,readiness_review,validation_issue,1
CHG-00486,5,feature,functional_area_g,CMP-001,release_candidate,basic_checks,profile_standard,69,686,238,7,17.7,0,0.158,82.6,-3.32,192,0,2.0,1,45.7,3,2,38.1,readiness_review,quality_regression,1
CHG-00487,7,configuration,functional_area_d,CMP-007,development,basic_checks,profile_dependency,11,162,129,1,50.1,0,0.137,41.4,-0.28,52,0,1.0,1,72.9,1,4,51.3,broad_validation,insufficient_evidence,1
CHG-00488,11,configuration,functional_area_e,CMP-003,development,integrated_checks,profile_dependency,10,139,93,3,15.3,0,0.542,33.4,,60,0,0.0,0,37.7,2,1,76.2,expanded_validation,none,0
CHG-00489,16,configuration,functional_area_a,CMP-004,development,broad_regression_checks,profile_standard,6,87,38,1,29.1,1,0.108,35.8,1.32,30,0,0.0,2,40.2,1,0,81.7,focused_validation,execution_context_issue,0
CHG-00490,13,bugfix,functional_area_a,CMP-003,hotfix,basic_checks,profile_standard,8,140,125,2,26.3,1,0.273,35.9,3.84,41,0,4.0,2,88.2,1,2,53.2,broad_validation,insufficient_evidence,1
CHG-00491,19,test,functional_area_a,CMP-001,development,broad_regression_checks,profile_distributed,9,124,128,2,23.5,1,0.457,133.9,-0.71,798,0,3.0,2,56.4,1,3,52.6,broad_validation,validation_issue,1
CHG-00492,18,dependency,functional_area_f,CMP-019,development,integrated_checks,profile_standard,8,35,94,1,20.2,0,0.128,31.3,-0.88,56,0,2.0,2,80.7,2,1,61.4,broad_validation,none,0
CHG-00493,16,feature,functional_area_g,CMP-001,release_candidate,broad_regression_checks,profile_standard,10,160,141,2,96.3,4,0.108,18.9,-0.52,26,0,1.0,0,78.2,6,0,47.3,broad_validation,quality_regression,1
CHG-00494,13,refactor,functional_area_b,CMP-002,development,component_checks,profile_extended,9,108,117,2,48.4,2,0.137,21.7,-3.53,51,0,1.0,1,69.6,1,0,58.8,broad_validation,none,0
CHG-00495,6,refactor,functional_area_b,CMP-001,release_candidate,component_checks,profile_standard,7,109,68,2,21.8,1,0.061,58.3,,49,1,0.0,1,47.3,1,3,43.0,readiness_review,compatibility_issue,1
CHG-00496,9,configuration,functional_area_b,CMP-003,development,basic_checks,profile_dependency,9,117,132,2,4.4,1,0.249,40.7,-2.75,37,0,1.0,0,57.6,2,2,56.0,broad_validation,none,0
CHG-00497,3,feature,functional_area_d,CMP-001,development,component_checks,profile_distributed,10,163,87,2,22.2,2,0.124,48.1,2.3,64,0,1.0,2,81.2,2,1,58.3,broad_validation,validation_issue,1
CHG-00498,8,test,functional_area_e,CMP-003,development,component_checks,profile_dependency,6,125,92,1,40.2,1,0.256,26.1,-2.46,23,0,1.0,0,34.6,2,2,64.7,expanded_validation,none,0
CHG-00499,19,dependency,functional_area_e,CMP-002,development,component_checks,profile_distributed,6,216,41,2,26.2,1,0.071,42.4,-4.34,43,0,1.0,0,52.2,3,2,52.9,broad_validation,none,0
CHG-00500,9,refactor,functional_area_g,CMP-001,development,basic_checks,profile_extended,9,242,203,1,41.7,0,0.19,44.9,-6.18,47,0,2.0,0,50.4,2,2,68.9,expanded_validation,none,0
CHG-00501,3,dependency,functional_area_b,CMP-055,hotfix,basic_checks,profile_standard,8,87,158,1,16.2,2,0.292,25.5,1.92,30,0,2.0,1,74.4,3,1,59.5,broad_validation,none,0
CHG-00502,14,dependency,functional_area_e,CMP-002,development,broad_regression_checks,profile_dependency,11,129,209,1,35.7,2,0.078,32.3,2.66,46,0,,1,64.2,2,2,62.1,expanded_validation,compatibility_issue,1
CHG-00503,20,bugfix,functional_area_d,CMP-001,development,broad_regression_checks,profile_dependency,8,117,41,2,51.9,0,0.023,54.9,0.71,33,1,2.0,0,54.2,1,1,64.9,expanded_validation,none,0
CHG-00504,18,refactor,functional_area_b,CMP-008,release_candidate,component_checks,profile_distributed,5,131,24,2,,1,0.221,34.0,-2.79,38,0,1.0,0,96.4,4,2,44.3,readiness_review,validation_issue,1
CHG-00505,6,bugfix,functional_area_g,CMP-001,release_candidate,readiness_review,profile_distributed,8,220,108,1,27.5,1,0.102,43.8,-3.19,24,0,2.0,0,26.3,3,2,63.4,expanded_validation,none,0
CHG-00506,10,dependency,functional_area_a,CMP-031,development,component_checks,profile_extended,12,269,88,2,44.3,1,0.03,29.8,-1.36,78,0,1.0,1,9.0,1,1,68.8,expanded_validation,none,0
CHG-00507,11,feature,functional_area_f,CMP-001,hotfix,component_checks,profile_standard,8,124,63,1,7.1,0,0.143,56.4,2.0,49,0,2.0,2,66.0,2,1,57.4,broad_validation,none,0
CHG-00508,5,bugfix,functional_area_f,CMP-006,development,broad_regression_checks,profile_dependency,15,141,197,4,51.8,1,0.373,34.8,-0.98,88,0,0.0,1,72.4,2,1,55.8,broad_validation,compatibility_issue,1
CHG-00509,6,test,functional_area_g,CMP-086,development,component_checks,profile_standard,12,156,178,2,8.1,2,0.253,33.8,-3.8,61,0,2.0,0,49.5,2,1,64.7,expanded_validation,none,0
CHG-00510,5,bugfix,functional_area_d,CMP-001,development,component_checks,profile_standard,11,88,97,2,56.8,0,0.257,39.8,-2.38,48,0,0.0,0,45.3,2,1,65.5,expanded_validation,none,0
CHG-00511,20,test,functional_area_b,CMP-001,release_candidate,component_checks,profile_standard,13,170,47,2,26.8,0,0.092,99.0,0.19,72,0,0.0,0,33.6,4,1,81.5,focused_validation,none,0
CHG-00512,15,bugfix,functional_area_g,CMP-012,development,integrated_checks,profile_extended,14,246,134,2,5.6,2,0.299,32.4,2.43,47,1,0.0,0,47.1,1,2,38.6,readiness_review,insufficient_evidence,1
CHG-00513,17,dependency,functional_area_f,CMP-106,development,integrated_checks,profile_extended,80,269,118,19,54.3,0,0.213,71.5,-0.5,269,0,1.0,0,43.5,1,4,27.2,readiness_review,compatibility_issue,1
CHG-00514,17,test,functional_area_d,CMP-004,release_candidate,component_checks,profile_standard,8,65,144,2,,1,0.415,653.1,-2.4,46,0,2.0,0,61.3,2,2,47.1,broad_validation,none,0
CHG-00515,20,bugfix,functional_area_f,CMP-015,development,component_checks,profile_standard,4,43,85,1,27.9,2,0.137,414.4,-0.18,14,0,2.0,0,49.7,1,1,70.5,expanded_validation,none,0
CHG-00516,3,test,functional_area_b,CMP-001,development,component_checks,profile_standard,9,139,94,2,58.7,1,0.473,35.2,2.24,49,0,2.0,0,63.1,1,1,74.2,expanded_validation,none,0
CHG-00517,18,bugfix,functional_area_d,CMP-015,release_candidate,integrated_checks,profile_standard,6,161,120,2,38.6,1,0.214,70.1,-0.26,14,0,3.0,2,57.0,2,1,65.2,expanded_validation,none,0
CHG-00518,2,configuration,functional_area_g,CMP-002,development,basic_checks,profile_standard,6,89,63,1,44.1,0,0.121,51.8,,29,0,2.0,1,38.4,2,1,61.8,broad_validation,none,0
CHG-00519,10,refactor,functional_area_b,CMP-013,development,broad_regression_checks,profile_extended,7,119,34,2,,2,0.245,78.8,,36,0,2.0,0,52.3,1,2,51.6,broad_validation,none,0
CHG-00520,12,test,functional_area_c,CMP-001,development,broad_regression_checks,profile_standard,9,131,99,1,41.2,4,0.223,24.5,-7.97,15,0,1.0,0,51.7,3,1,36.8,readiness_review,insufficient_evidence,1
CHG-00521,8,feature,functional_area_h,CMP-008,hotfix,component_checks,profile_standard,12,113,62,2,54.4,0,0.337,45.5,0.49,37,0,,0,50.4,2,1,66.7,expanded_validation,none,0
CHG-00522,3,feature,functional_area_f,CMP-002,development,broad_regression_checks,profile_standard,6,186,43,1,92.0,1,0.368,30.2,3.2,35,0,3.0,1,58.0,2,0,86.7,focused_validation,none,0
CHG-00523,4,refactor,functional_area_g,CMP-019,development,basic_checks,profile_standard,14,284,132,2,54.1,2,0.354,36.4,3.27,73,0,1.0,0,31.8,2,1,73.2,expanded_validation,none,0
CHG-00524,17,configuration,functional_area_c,CMP-027,development,component_checks,profile_dependency,8,138,64,2,26.3,1,0.362,36.3,-0.5,33,0,3.0,2,62.4,1,2,74.4,expanded_validation,,0
CHG-00525,7,configuration,functional_area_h,CMP-048,development,component_checks,profile_standard,9,142,91,1,39.4,1,0.259,46.0,-2.49,32,0,4.0,0,43.6,4,2,72.2,expanded_validation,none,0
CHG-00526,7,feature,functional_area_a,CMP-115,hotfix,component_checks,profile_standard,10,223,147,2,22.1,1,0.062,33.5,-0.54,63,0,3.0,2,51.8,2,0,70.1,expanded_validation,none,0
CHG-00527,19,bugfix,functional_area_d,CMP-006,development,broad_regression_checks,profile_extended,5,66,49,1,40.5,2,0.176,24.5,,1,0,2.0,0,96.4,2,2,48.6,broad_validation,validation_issue,1
CHG-00528,3,test,functional_area_c,CMP-017,development,readiness_review,profile_standard,6,86,100,1,28.6,1,0.12,67.0,3.04,412,0,4.0,2,53.7,1,0,94.8,focused_validation,none,0
CHG-00529,19,feature,functional_area_f,CMP-001,development,component_checks,profile_distributed,7,185,141,1,42.8,0,0.431,19.6,0.73,8,0,2.0,1,68.9,3,1,76.1,expanded_validation,none,0
CHG-00530,19,bugfix,functional_area_g,CMP-068,development,component_checks,profile_dependency,11,90,134,3,54.8,0,0.171,35.0,-4.42,21,0,2.0,0,50.8,1,2,55.3,broad_validation,none,0
CHG-00531,12,dependency,functional_area_f,CMP-013,development,integrated_checks,profile_extended,10,116,101,2,21.6,1,0.101,47.3,1.38,25,0,1.0,0,73.0,2,3,39.6,readiness_review,insufficient_evidence,1
CHG-00532,4,feature,functional_area_e,CMP-005,hotfix,component_checks,profile_dependency,8,221,138,2,35.1,0,0.099,54.7,-4.92,49,0,2.0,1,81.8,4,2,21.5,readiness_review,,1
CHG-00533,4,refactor,functional_area_c,CMP-005,release_candidate,basic_checks,profile_standard,9,112,92,2,18.1,1,0.264,44.7,0.29,80,0,1.0,1,59.6,3,1,69.6,expanded_validation,none,0
CHG-00534,6,bugfix,functional_area_d,CMP-029,development,readiness_review,profile_standard,5,176,23,1,22.3,1,0.393,34.9,3.93,26,0,0.0,1,67.5,2,1,79.3,focused_validation,none,0
CHG-00535,12,test,functional_area_d,CMP-044,development,broad_regression_checks,profile_standard,15,126,166,2,38.4,0,0.18,50.1,-4.01,62,0,2.0,2,71.0,1,0,69.3,expanded_validation,none,0
CHG-00536,4,refactor,functional_area_a,CMP-038,development,readiness_review,profile_standard,10,194,86,3,27.3,1,0.132,29.2,-0.84,43,0,1.0,1,45.3,2,3,56.4,broad_validation,validation_issue,1
CHG-00537,10,test,functional_area_d,CMP-007,development,basic_checks,profile_standard,10,245,198,1,73.6,0,0.332,42.2,-0.53,26,0,0.0,1,51.8,4,2,82.1,focused_validation,none,0
CHG-00538,3,feature,functional_area_g,CMP-003,development,basic_checks,profile_standard,12,4003,1325,3,10.2,1,0.329,45.1,-0.57,31,0,3.0,0,85.4,2,3,38.9,readiness_review,execution_context_issue,1
CHG-00539,11,configuration,functional_area_f,CMP-086,development,component_checks,profile_standard,8,127,60,2,82.1,1,0.113,20.6,1.82,18,0,1.0,1,55.1,3,1,73.3,expanded_validation,none,0
CHG-00540,1,test,functional_area_f,CMP-014,release_candidate,readiness_review,profile_standard,13,85,131,4,54.2,1,0.191,20.3,-1.86,49,0,2.0,1,81.8,7,1,52.9,broad_validation,compatibility_issue,1
CHG-00541,15,feature,functional_area_c,CMP-009,release_candidate,basic_checks,profile_extended,12,292,137,2,48.1,0,0.045,46.3,0.86,65,0,2.0,2,77.2,2,4,37.7,readiness_review,quality_regression,1
CHG-00542,2,feature,functional_area_d,CMP-012,development,basic_checks,profile_standard,8,3927,1061,2,52.2,1,0.121,40.2,-0.79,22,0,0.0,0,69.5,4,1,59.4,broad_validation,none,0
CHG-00543,4,feature,functional_area_a,CMP-014,hotfix,basic_checks,profile_standard,9,116,115,2,51.6,1,0.097,23.0,-0.04,19,0,1.0,0,86.0,2,2,40.9,readiness_review,quality_regression,1
CHG-00544,4,dependency,functional_area_c,CMP-022,development,broad_regression_checks,profile_standard,137,1053,577,22,,1,0.053,74.6,-5.83,436,1,4.0,0,8.4,1,1,17.2,readiness_review,insufficient_evidence,1
CHG-00545,17,refactor,functional_area_c,CMP-009,development,broad_regression_checks,profile_extended,5,240,88,1,55.8,2,0.161,26.4,2.66,16,0,4.0,0,43.5,2,0,86.2,focused_validation,none,0
CHG-00546,2,refactor,functional_area_b,CMP-057,release_candidate,integrated_checks,profile_standard,11,219,143,1,,2,0.318,54.2,0.01,61,0,0.0,0,59.2,3,2,56.4,broad_validation,none,0
CHG-00547,9,refactor,functional_area_a,CMP-052,development,basic_checks,profile_distributed,6,343,50,1,11.5,1,0.206,45.5,0.96,38,1,,0,56.7,3,3,51.7,broad_validation,quality_regression,1
CHG-00548,12,configuration,functional_area_e,CMP-005,development,broad_regression_checks,profile_standard,10,137,87,2,22.5,1,0.076,34.2,2.7,34,0,4.0,1,37.9,3,0,91.6,focused_validation,none,0
CHG-00549,11,bugfix,functional_area_c,CMP-001,release_candidate,component_checks,profile_standard,11,84,132,2,,1,0.181,29.2,-0.87,30,0,2.0,1,62.3,1,1,71.1,expanded_validation,none,0
CHG-00550,14,bugfix,functional_area_c,CMP-010,development,basic_checks,profile_dependency,10,126,69,3,30.7,0,0.256,68.4,-1.13,73,0,2.0,1,31.9,5,3,59.5,broad_validation,none,0
CHG-00551,17,refactor,functional_area_b,CMP-013,release_candidate,component_checks,profile_standard,7,159,98,1,8.2,0,0.105,36.8,-4.4,28,0,1.0,1,31.7,1,1,67.5,expanded_validation,none,0
CHG-00552,8,feature,functional_area_d,CMP-008,development,integrated_checks,profile_standard,6,331,64,1,50.7,0,0.208,30.7,0.15,35,0,2.0,0,95.0,2,2,62.6,expanded_validation,none,0
CHG-00553,17,test,functional_area_c,CMP-062,release_candidate,component_checks,profile_standard,9,201,50,1,55.9,0,0.139,26.5,3.32,50,1,0.0,0,57.1,2,0,77.1,expanded_validation,none,0
CHG-00554,7,test,functional_area_c,CMP-001,development,readiness_review,profile_standard,5,83,220,1,25.6,0,0.045,26.0,-0.03,22,0,1.0,0,72.4,6,0,96.1,focused_validation,none,0
CHG-00555,20,bugfix,functional_area_d,CMP-002,development,integrated_checks,profile_standard,10,140,42,2,43.3,2,0.06,31.0,-2.16,47,0,2.0,0,66.4,1,1,43.2,readiness_review,validation_issue,1
CHG-00556,11,configuration,functional_area_a,CMP-054,development,component_checks,profile_standard,12,210,74,2,75.1,1,0.166,16.2,2.11,39,0,0.0,0,45.4,1,0,79.4,focused_validation,none,0
CHG-00557,15,feature,functional_area_g,CMP-083,release_candidate,integrated_checks,profile_standard,7,63,47,1,27.1,1,0.075,23.3,-3.38,32,0,1.0,0,88.4,4,0,52.0,broad_validation,none,0
CHG-00558,18,dependency,functional_area_a,CMP-005,development,integrated_checks,profile_dependency,7,105,107,1,27.1,0,0.114,40.3,-1.75,23,0,0.0,1,37.7,1,2,65.6,expanded_validation,none,0
CHG-00559,16,dependency,functional_area_c,CMP-001,release_candidate,basic_checks,profile_standard,11,111,73,2,29.6,2,0.4,25.7,-1.79,40,0,0.0,1,62.8,3,1,48.0,broad_validation,validation_issue,1
CHG-00560,18,dependency,functional_area_b,CMP-005,development,integrated_checks,profile_standard,9,168,55,1,48.4,0,0.267,33.9,1.99,36,0,1.0,1,61.8,3,1,77.1,expanded_validation,none,0
CHG-00561,11,bugfix,functional_area_d,CMP-005,development,component_checks,profile_distributed,13,258,132,2,26.8,1,0.149,26.0,0.15,33,0,2.0,1,52.5,2,2,62.5,expanded_validation,none,0
CHG-00562,1,feature,functional_area_b,CMP-008,development,component_checks,profile_standard,9,133,63,2,29.9,0,0.363,18.4,-1.74,16,0,3.0,0,49.5,1,2,62.1,expanded_validation,none,0
CHG-00563,10,feature,functional_area_g,CMP-002,development,integrated_checks,profile_dependency,11,134,216,1,47.4,0,0.335,29.6,-1.59,9,0,0.0,0,20.7,1,2,68.3,expanded_validation,none,0
CHG-00564,4,feature,functional_area_c,CMP-003,hotfix,integrated_checks,profile_standard,16,266,215,2,45.9,0,0.101,85.5,-0.04,429,0,0.0,2,82.3,4,2,51.0,broad_validation,,1
CHG-00565,18,feature,functional_area_e,CMP-016,development,component_checks,profile_extended,12,252,88,2,24.7,2,0.127,28.4,0.47,74,0,1.0,0,66.6,2,0,66.8,expanded_validation,none,0
CHG-00566,5,feature,functional_area_b,CMP-013,release_candidate,basic_checks,profile_dependency,6,178,42,1,,1,0.075,288.0,-0.09,40,0,3.0,2,56.3,2,3,51.8,broad_validation,compatibility_issue,1
CHG-00567,5,dependency,functional_area_a,CMP-017,development,integrated_checks,profile_standard,14,178,151,4,27.8,0,0.094,46.4,,55,0,1.0,0,67.0,4,2,45.4,broad_validation,validation_issue,1
CHG-00568,5,feature,functional_area_c,CMP-004,development,component_checks,profile_distributed,7,115,88,1,31.8,0,0.169,308.9,2.66,39,0,4.0,1,56.0,2,0,85.5,focused_validation,insufficient_evidence,0
CHG-00569,13,feature,functional_area_d,CMP-003,development,broad_regression_checks,profile_extended,9,145,73,1,38.8,0,0.358,329.9,3.51,26,1,4.0,0,69.7,3,2,56.5,broad_validation,none,0
CHG-00570,12,test,functional_area_c,CMP-003,release_candidate,integrated_checks,profile_distributed,7,192,52,1,34.8,2,0.424,60.7,3.47,25,0,3.0,2,76.5,3,0,83.7,focused_validation,none,0
CHG-00571,19,configuration,functional_area_h,CMP-089,release_candidate,broad_regression_checks,profile_standard,8,165,93,2,15.1,2,0.335,34.5,2.99,35,0,1.0,0,59.2,1,0,80.9,focused_validation,none,0
CHG-00572,9,test,functional_area_f,CMP-004,development,component_checks,profile_standard,16,147,76,2,,1,0.179,45.2,5.08,36,0,2.0,0,85.6,3,3,52.5,broad_validation,execution_context_issue,1
CHG-00573,6,refactor,functional_area_h,CMP-012,development,broad_regression_checks,profile_standard,11,250,56,3,8.6,2,0.157,27.2,-1.85,49,0,3.0,0,37.8,3,1,73.3,expanded_validation,none,0
CHG-00574,1,test,functional_area_b,CMP-008,development,basic_checks,profile_dependency,11,224,88,1,38.7,1,0.07,42.5,-2.24,35,0,1.0,1,3.6,1,4,55.7,broad_validation,validation_issue,0
CHG-00575,1,refactor,functional_area_f,CMP-057,development,component_checks,profile_standard,13,173,43,2,17.2,0,0.371,26.2,-3.55,72,0,2.0,0,10.1,1,1,70.7,expanded_validation,none,0
CHG-00576,8,configuration,functional_area_d,CMP-003,development,basic_checks,profile_standard,11,297,142,2,12.4,1,0.169,34.0,-1.28,36,0,2.0,0,59.1,2,4,40.3,readiness_review,validation_issue,1
CHG-00577,19,refactor,functional_area_e,CMP-005,development,basic_checks,profile_dependency,10,177,69,2,28.6,2,0.204,39.3,-3.31,36,0,1.0,1,15.8,3,2,55.2,broad_validation,none,0
CHG-00578,11,bugfix,functional_area_h,CMP-047,release_candidate,broad_regression_checks,profile_standard,12,106,137,2,,1,0.359,37.3,,45,0,0.0,1,53.9,2,3,55.5,broad_validation,validation_issue,1
CHG-00579,18,bugfix,functional_area_e,CMP-001,hotfix,broad_regression_checks,profile_extended,5,102,115,2,34.2,0,0.066,25.4,,55,0,,3,87.9,2,0,62.4,expanded_validation,none,0
